,How old is your cat (years)?,Is your cat male or female?,Other (please specify).1,Does your cat have access to the outdoors?,Does your cat have any existing medical conditions?,Does your cat display any behavioural problems,How would you describe your cat's weight?,My cat is keen to explore new things in his/her environment,My cat is playful,My cat is vocal when around people,My cat is comfortable being picked up,My cat is timid,"My cat behaves aggressively (i.e. growls, hisses, bites and swipes with claws) towards me when I stroke him/her",My cat is quick to settle and to adapt to change,"My cat would prefer to be left alone, rather than be with people",My cat likes being stroked,My cat is very tolerant to being handled,My cat is friendly,My cat is fearful
1651,8,1,0,2,1,1,4,3,4,4,4,2,1,4,2,5,4,4,2
1652,1,1,0,2,1,1,3,5,5,5,4,2,1,4,2,5,4,5,1
1653,3,2,0,2,1,1,3,3,5,5,5,2,1,2,1,5,5,5,2
1654,7,1,0,2,1,2,3,5,4,4,2,1,1,5,1,5,5,5,1
1655,1,2,0,2,1,1,3,5,5,4,5,3,1,5,2,5,5,5,2
1656,7,1,0,2,1,2,3,4,4,1,2,5,1,1,5,5,2,5,4
1657,8,1,0,2,2,1,3,4,4,3,1,2,1,4,4,4,2,4,2
1658,13,2,Bengal Leopard Cat,2,1,1,3,5,5,5,4,2,3,4,2,5,5,5,2
1659,15,1,0,2,1,1,3,4,3,5,5,3,1,3,2,4,5,4,2
1660,1,1,0,2,1,1,3,5,5,3,4,1,1,3,1,5,5,5,2
1661,8,2,0,2,1,1,3,4,4,5,2,4,1,3,4,4,3,3,4
1662,3,2,0,1,1,1,3,5,5,5,5,1,1,4,1,5,5,5,1
1663,4,2,0,2,2,1,3,4,5,2,5,4,1,4,2,5,5,5,2
1664,3,1,SPHYNX,1,1,1,4,5,4,4,4,1,1,5,1,5,5,5,1
1665,3,1,0,2,1,1,3,5,4,4,2,1,1,4,1,5,4,5,1
1666,16,1,0,2,1,2,3,5,4,4,5,1,1,4,1,5,5,5,2
1667,16,2,0,2,1,1,4,4,3,4,1,4,1,2,3,4,2,4,4
1668,5,1,0,2,1,2,3,4,3,5,2,3,1,2,2,3,2,3,4
1669,1,1,Bengal,2,1,1,3,5,5,5,5,3,1,4,2,5,5,5,2
1670,5,1,0,2,1,1,3,4,4,4,2,2,1,3,2,4,3,4,2
1671,3,1,0,2,1,1,3,5,3,3,2,4,2,1,3,4,1,4,5
1672,3,1,0,2,2,2,3,4,3,3,1,1,1,4,1,5,2,5,1
1673,2,1,0,2,1,1,3,4,4,4,4,2,1,4,2,5,5,5,1
1674,7,1,0,2,1,1,3,4,4,4,4,2,1,4,2,4,4,4,2
1675,16,1,0,2,1,1,3,1,3,4,4,4,1,4,2,4,4,4,2
1676,4,2,0,2,1,1,4,5,4,4,0,0,1,0,0,0,0,0,0
1677,7,2,0,2,1,2,3,3,4,5,4,2,1,2,2,5,4,4,2
1678,11,1,0,2,1,1,3,5,4,1,4,2,1,4,2,4,4,4,3
1679,17,1,0,2,1,1,3,3,4,4,4,2,1,4,2,4,4,5,1
1680,2,2,0,2,1,1,3,4,4,4,2,3,1,3,1,5,4,5,2
1681,9,1,Selkirk Rex,2,1,1,3,5,5,3,5,1,1,5,1,5,5,5,1
1682,4,2,0,2,1,1,4,4,3,2,3,4,2,2,4,4,4,4,2
1683,13,1,0,2,2,1,3,3,4,4,5,1,1,5,1,1,1,1,5
1684,3,1,0,2,1,2,4,4,4,1,1,3,5,2,3,4,2,2,3
1685,9,2,Bengal,2,1,2,3,4,4,5,3,2,1,4,3,5,4,4,1
1686,9,2,0,2,2,1,3,5,4,4,2,1,1,5,1,5,5,5,1
1687,2,1,0,2,1,1,3,5,5,1,5,4,1,3,3,5,5,5,4
1688,7,1,0,2,1,1,4,4,3,4,2,1,1,4,1,5,4,4,2
1689,5,2,0,2,1,1,3,4,4,5,2,4,1,2,4,5,2,4,2
1690,1,2,0,1,2,1,3,5,5,3,5,3,3,4,1,4,2,4,2
1691,2,1,0,2,1,1,3,5,4,3,2,2,1,4,3,4,2,4,2
1692,16,2,0,2,1,1,4,4,4,4,4,3,1,3,2,5,4,5,3
1693,9,1,0,2,2,1,4,4,5,5,4,5,3,1,2,4,3,4,5
1694,4,1,0,1,1,1,4,3,3,5,4,2,1,2,2,4,4,5,1
1695,9,2,0,2,2,1,3,3,3,4,2,4,1,3,2,4,4,2,4
1696,5,2,0,2,1,2,3,4,3,1,2,2,3,3,4,2,2,2,2
1697,5,2,LaPerm,1,1,1,3,4,4,1,4,1,1,4,2,5,5,5,1
1698,3,2,0,1,1,1,3,4,5,4,5,5,1,2,4,5,5,5,4
1699,9,2,Birman,1,2,1,3,3,3,3,4,4,1,2,3,4,4,4,4
1700,4,2,0,2,2,1,4,4,3,1,5,2,1,3,3,5,5,4,2
1701,4,1,0,2,1,1,3,4,3,3,4,2,1,3,3,4,3,3,4
1702,4,2,0,2,1,1,4,5,4,3,3,2,1,2,2,5,5,1,5
1703,3,1,Lynx mitted ragdoll,2,1,1,3,4,4,3,4,2,1,4,3,5,5,5,1
1704,7,2,Sphynx,1,1,2,3,4,5,5,0,0,1,0,0,0,0,0,0
1705,8,1,maine coon,2,1,1,3,4,5,3,5,1,1,2,1,5,5,5,3
1706,8,2,0,2,2,2,3,4,4,4,4,2,1,1,1,4,4,4,3
1707,3,2,0,2,1,1,4,5,5,5,4,3,1,4,2,4,4,5,1
1708,3,2,0,2,1,1,3,3,4,1,5,3,1,3,2,5,5,4,3
1709,11,1,0,1,2,1,3,3,3,3,1,1,1,5,3,4,4,5,1
1710,10,1,0,2,1,1,4,3,3,2,5,2,1,2,2,5,5,5,1
1711,4,1,0,2,1,1,3,3,3,1,4,3,1,3,2,4,4,4,3
1712,3,1,pedigree british blue,1,1,1,3,5,4,3,3,4,1,3,2,5,4,5,4
1713,3,2,0,2,1,2,3,3,3,2,2,4,3,2,4,2,2,2,3
1714,5,1,0,1,1,2,3,4,3,3,2,5,2,2,4,4,1,3,4
1715,8,2,0,2,2,1,3,4,5,4,2,1,1,2,2,4,2,5,3
1716,14,1,Havana brown oriental,2,2,1,3,4,5,4,4,2,1,3,1,4,5,3,2
1717,4,2,0,2,1,1,4,4,4,4,2,4,3,2,2,3,2,3,4
1718,12,2,0,1,1,2,4,3,3,3,4,3,2,1,2,4,4,4,4
1719,8,1,0,2,1,2,4,5,4,4,4,1,1,4,2,5,5,5,2
1720,5,1,Bengal,1,1,1,3,5,4,4,1,2,1,3,1,4,3,4,4
1721,4,1,0,2,1,1,3,5,4,4,4,2,1,3,2,4,5,5,2
1722,3,1,0,1,1,1,3,5,4,4,4,4,1,4,2,5,4,5,3
1723,10,2,Siamese,1,1,1,3,5,5,5,5,2,1,4,1,5,5,5,1
1724,16,2,0,2,2,1,3,3,3,4,4,3,1,4,3,5,4,4,3
1725,2,2,0,1,1,2,4,4,4,4,4,5,1,3,2,5,4,5,4
1726,3,1,0,1,1,2,3,5,4,5,2,4,1,4,2,5,4,4,4
1727,8,2,0,2,1,1,3,4,3,3,3,2,1,4,3,4,5,4,2
1728,10,1,0,2,1,2,3,1,3,1,4,3,1,2,2,4,4,4,2
1729,3,2,BENGAL,2,1,1,3,5,5,3,5,3,3,4,2,5,5,3,3
1730,4,2,0,2,1,1,4,3,3,3,2,4,1,3,3,4,1,3,4
1731,13,2,0,2,2,1,4,3,3,3,4,4,1,2,3,4,5,4,4
1732,4,1,0,2,1,1,4,5,3,5,2,3,1,3,3,4,2,4,3
1733,3,1,0,2,1,1,3,5,4,5,4,1,1,4,2,5,4,5,1
1734,14,2,0,2,1,1,3,5,4,4,5,3,1,4,3,5,4,5,2
1735,15,1,ginger and white,2,1,2,3,4,3,4,4,3,1,3,2,5,4,5,2
1736,4,1,0,2,1,2,4,4,4,3,5,5,1,2,3,5,4,4,4
1737,4,2,0,2,2,1,3,3,4,1,2,4,3,3,2,4,3,5,4
1738,4,1,0,2,1,2,3,5,5,3,4,1,1,5,2,5,4,5,2
1739,7,1,0,2,2,1,4,4,5,2,5,1,1,4,1,5,5,5,1
1740,2,2,0,2,1,1,4,4,4,5,2,2,1,2,1,5,4,5,3
1741,8,2,0,1,1,1,4,5,4,3,1,4,1,4,1,5,3,4,4
1742,5,1,0,2,1,2,3,3,3,3,4,4,1,3,1,4,4,4,4
1743,4,2,0,2,1,1,4,3,4,5,2,4,1,2,2,4,3,4,2
1744,16,2,0,2,1,1,3,4,3,4,4,1,1,3,3,4,3,3,1
1745,14,2,0,2,1,1,3,5,3,3,5,1,1,5,1,5,5,5,1
1746,1,1,0,1,2,1,3,5,5,3,5,1,1,5,1,5,5,5,1
1747,14,1,0,2,1,1,3,4,3,4,4,3,1,4,4,5,5,4,2
1748,19,1,0,2,2,1,3,3,3,4,4,4,1,1,2,5,5,4,4
1749,2,1,Maine coon,1,1,1,3,5,5,4,2,2,3,3,1,3,3,5,2
1750,19,2,0,1,2,1,2,4,3,5,3,3,1,2,1,5,4,3,3
1751,2,1,0,2,2,2,4,4,4,4,4,5,1,2,4,4,2,4,4
1752,6,1,0,2,1,1,3,4,4,4,5,2,1,4,2,5,5,5,2
1753,12,1,0,2,2,1,4,3,3,3,2,4,3,1,3,4,2,1,1
1754,13,1,0,2,2,1,3,4,4,4,2,3,1,2,3,4,2,4,3
1755,10,2,0,1,1,1,3,4,3,3,1,3,3,3,4,2,1,2,2
1756,14,2,Burmese,1,1,1,3,4,4,3,4,4,1,3,2,4,5,4,2
1757,9,2,0,2,1,1,3,3,3,1,0,0,1,0,0,0,0,0,0
1758,5,2,0,2,1,1,4,5,3,1,3,2,1,3,3,4,3,4,2
1759,17,2,0,2,1,1,3,5,5,4,5,3,1,5,2,5,5,5,2
1760,7,1,0,1,2,1,3,5,5,5,3,5,1,3,1,5,4,5,3
1761,1,2,0,2,1,1,3,5,4,3,4,3,1,3,1,5,4,4,2
1762,18,1,0,2,2,1,2,3,3,5,3,4,1,4,2,4,3,3,3
1763,14,1,0,2,2,1,3,4,3,3,5,2,1,4,2,4,5,5,1
1764,4,1,0,2,1,1,3,3,3,1,5,1,1,3,3,5,5,5,1
1765,15,1,Bengal,2,2,2,3,4,4,5,4,2,1,3,1,5,5,5,1
1766,9,1,0,1,1,1,3,3,4,1,5,1,1,4,2,5,5,5,1
1767,8,2,0,2,1,1,4,3,2,1,0,0,1,0,0,0,0,0,0
1768,5,2,0,2,1,1,3,5,4,3,2,2,2,4,3,5,3,4,3
1769,6,1,0,2,1,1,4,4,3,3,5,1,1,4,1,5,5,5,1
1770,3,1,0,2,1,1,3,3,4,3,3,3,1,3,1,4,5,5,2
1771,8,2,Turish van,2,1,1,3,4,3,3,5,2,1,3,2,5,5,5,1
1772,3,1,0,2,1,1,3,5,3,3,4,3,2,4,3,4,4,3,3
1773,9,2,0,2,1,2,3,3,3,3,5,5,3,2,4,3,2,2,5
1774,10,2,Bengal,2,1,1,4,4,5,4,2,2,1,3,1,4,3,5,2
1775,7,1,Maine Coon,2,2,1,3,4,4,5,2,1,1,3,1,5,3,5,1
1776,5,2,0,2,1,1,3,5,3,3,1,4,1,1,4,3,1,4,2
1777,1,1,0,1,1,1,3,5,5,5,4,2,1,4,1,5,5,5,2
1778,11,1,0,2,2,1,3,3,4,5,4,3,1,3,3,5,4,5,4
1779,9,2,0,1,1,1,3,5,5,5,5,1,1,5,1,5,5,5,1
1780,16,2,0,2,1,2,3,3,3,4,4,2,1,3,2,5,4,5,2
1781,6,2,0,1,1,1,3,5,4,4,4,2,1,4,1,5,5,5,1
1782,6,1,0,2,1,1,3,4,3,4,3,1,1,4,2,4,3,5,1
1783,9,2,0,2,1,2,3,4,3,5,4,1,1,2,2,4,4,4,2
1784,10,2,0,2,1,1,3,3,3,5,3,2,1,4,2,5,3,4,3
1785,1,2,0,2,1,1,3,4,4,5,4,3,2,4,3,4,4,4,2
1786,7,1,0,1,1,1,4,5,5,5,3,1,1,3,1,5,4,5,1
1787,8,1,0,2,1,1,3,5,4,3,3,2,1,3,2,5,4,4,1
1788,10,2,0,2,2,1,2,4,4,3,2,3,1,2,2,4,3,4,3
1789,13,2,0,2,1,1,4,3,3,4,3,4,1,2,1,1,1,3,3
1790,12,2,British Shorthair,2,2,1,4,4,4,4,2,2,1,3,3,4,2,4,2
1791,3,2,Persian/Burmese,2,1,1,3,3,4,4,2,4,2,2,4,3,2,3,3
1792,7,1,0,2,1,1,3,5,4,4,3,3,1,2,3,3,2,4,2
1793,12,2,0,2,1,1,3,4,4,1,4,2,1,4,3,5,5,4,1
1794,3,2,British shorthaired ,2,1,1,3,3,3,2,4,2,1,3,3,5,5,3,5
1795,4,1,0,2,1,1,4,4,4,3,4,4,1,2,2,4,4,5,4
1796,1,2,0,1,1,1,3,4,4,3,2,3,3,3,4,3,2,4,2
1797,9,1,Russian Blue,1,2,1,3,5,3,3,4,3,1,3,2,4,5,5,3
1798,1,1,Ragdoll,1,1,1,3,5,5,3,5,1,1,4,1,5,5,5,1
1799,5,1,0,2,1,1,3,4,4,3,5,2,3,2,4,4,4,4,2
1800,8,1,0,2,1,1,4,5,3,3,2,1,3,3,4,3,2,3,1
1801,3,2,0,2,1,1,3,5,3,1,4,2,1,2,3,4,2,5,1
1802,4,1,0,1,1,1,3,3,4,4,2,4,2,3,4,4,2,4,5
1803,13,2,0,2,1,1,3,4,3,2,5,4,1,2,2,5,5,4,4
1804,6,2,0,2,2,2,4,5,3,4,4,2,1,2,2,4,4,4,2
1805,2,1,0,2,1,2,4,5,5,3,3,3,3,3,2,4,2,4,2
1806,16,2,0,2,2,1,2,1,3,4,4,5,1,3,3,5,5,3,3
1807,3,2,0,1,1,2,3,2,4,2,5,4,1,2,2,4,4,4,4
1808,2,1,cross breed ,2,1,1,3,4,4,5,4,3,1,3,3,4,4,4,3
1809,12,2,0,2,1,2,4,4,3,5,1,3,4,2,3,3,1,2,2
1810,11,1,0,2,1,1,3,3,3,3,4,3,1,4,3,5,5,5,1
1811,17,2,0,2,1,1,3,3,3,4,5,2,1,4,2,5,5,5,1
1812,11,2,0,2,1,2,3,3,3,4,1,5,2,1,3,4,1,3,5
1813,8,2,Chinchilla,2,1,1,3,5,5,4,5,2,1,4,2,5,5,5,1
1814,1,1,0,2,1,1,3,5,4,4,5,1,1,4,1,5,5,5,1
1815,12,1,0,2,1,1,4,3,4,4,4,2,1,3,2,5,4,4,3
1816,6,1,0,1,1,1,3,5,3,4,4,2,1,4,3,4,2,4,2
1817,3,2,0,2,1,1,3,4,5,5,3,2,1,4,3,4,3,4,3
1818,10,1,Short haired ginger,2,1,1,3,5,3,4,5,4,1,2,1,5,5,5,1
1819,3,1,0,2,1,2,3,5,3,1,2,2,1,3,3,4,3,2,2
1820,6,2,0,2,1,1,4,4,3,4,2,2,2,2,5,4,2,3,4
1821,6,1,0,2,2,1,3,5,4,3,3,4,1,4,1,5,5,5,2
1822,7,2,0,1,1,1,3,4,4,1,5,5,1,4,5,5,4,5,2
1823,4,1,British shorthair,2,1,1,3,4,4,4,3,4,3,2,2,5,3,4,4
1824,6,1,0,2,1,1,4,5,3,1,5,1,1,5,1,5,5,5,1
1825,15,2,0,2,1,1,4,3,1,1,1,2,3,4,2,1,1,1,3
1826,2,1,0,2,1,1,3,5,4,4,4,5,1,3,3,5,5,3,4
1827,4,2,0,2,1,1,3,4,4,4,4,4,1,4,4,4,4,4,4
1828,17,2,Persian blue,2,1,1,3,4,3,3,3,2,1,4,2,4,3,5,1
1829,19,2,0,2,2,2,3,3,3,4,3,4,1,2,3,3,3,4,3
1830,12,2,0,2,1,1,3,3,4,3,3,2,1,4,3,5,4,5,3
1831,8,1,0,2,1,1,3,3,4,5,5,2,1,4,2,5,5,5,2
1832,22,2,0,2,1,1,3,3,3,3,2,3,1,3,3,4,3,4,1
1833,4,2,0,2,1,2,3,4,4,3,4,4,2,3,3,4,4,4,4
1834,10,1,0,2,1,1,4,4,4,5,2,1,1,5,1,5,5,5,1
1835,4,2,0,2,1,1,3,4,5,3,5,1,1,3,2,5,2,5,2
1836,4,2,0,2,1,1,3,4,4,3,4,1,1,3,1,4,4,5,3
1837,5,1,0,2,1,1,4,4,4,3,5,2,1,2,2,4,4,5,2
1838,5,1,0,2,1,1,3,4,3,3,4,2,1,4,2,4,5,4,2
1839,22,2,Tabby,1,2,1,2,1,1,3,3,2,1,2,3,4,3,3,2
1840,2,1,0,2,1,1,3,5,5,5,5,2,1,1,2,5,3,4,3
1841,4,2,0,2,1,2,3,5,4,3,5,2,1,3,2,5,4,5,2
1842,7,2,0,2,1,1,4,4,3,4,2,2,3,2,3,3,1,3,2
1843,2,2,0,2,1,1,3,4,4,4,5,3,1,3,2,4,4,4,2
1844,6,1,0,1,1,2,3,5,5,3,5,1,1,5,1,5,5,5,1
1845,13,1,0,2,1,1,3,5,4,3,1,2,2,3,3,4,2,4,2
1846,4,1,black,2,1,1,3,4,4,4,5,4,1,3,2,4,4,5,3
1847,3,1,0,2,1,1,3,5,3,3,3,4,3,4,4,4,2,5,2
1848,7,2,0,2,1,1,3,3,3,3,3,4,1,4,3,4,4,4,3
1849,2,2,0,2,1,2,3,4,4,4,2,2,3,2,2,2,1,2,2
1850,4,2,0,1,1,2,3,5,5,5,5,1,1,4,2,4,4,4,1
1851,13,1,0,2,2,1,3,5,4,3,4,2,1,4,1,5,5,5,1
1852,20,1,Tabby,2,2,1,2,3,3,5,2,4,3,2,2,4,2,3,4
1853,6,2,0,2,1,1,3,5,5,5,5,3,1,5,1,5,5,5,1
1854,9,1,Bengal X,2,1,1,3,5,4,5,2,2,1,4,3,4,2,4,2
1855,1,1,0,2,1,1,3,5,5,5,5,1,1,4,1,5,5,5,3
1856,8,1,0,2,2,1,3,4,3,1,3,4,1,3,3,5,3,4,4
1857,12,1,0,2,1,1,3,4,1,1,2,2,1,2,1,5,3,4,2
1858,3,1,0,2,1,1,3,4,3,3,4,3,1,4,4,4,4,4,2
1859,1,1,0,2,1,1,3,4,4,4,5,3,1,3,2,5,5,5,2
1860,8,2,0,2,1,1,3,3,3,4,3,2,3,1,3,3,2,4,4
1861,3,1,0,2,1,1,3,5,4,4,5,2,1,4,2,5,5,5,1
1862,3,1,0,2,1,2,3,5,4,3,4,3,3,4,2,4,3,3,2
1863,6,1,Oriental red spotted tabby ,1,2,2,3,5,5,4,5,1,1,5,2,5,5,5,1
1864,4,1,0,2,1,2,4,5,4,5,4,2,3,4,1,5,4,5,1
1865,1,2,0,1,1,1,3,3,3,3,4,2,1,4,3,4,4,4,2
1866,9,2,0,2,1,1,3,4,4,4,5,2,2,3,1,4,5,4,3
1867,1,1,0,2,1,1,3,5,5,4,4,1,1,4,2,4,4,5,1
1868,4,1,0,2,1,1,3,5,4,5,5,2,1,2,1,5,5,5,1
1869,7,1,0,2,1,1,3,5,5,3,3,3,1,4,3,4,3,3,3
1870,5,1,0,2,1,1,3,5,5,3,5,2,1,3,2,5,5,5,2
1871,5,1,0,2,1,1,4,4,3,3,3,3,3,3,2,4,3,3,3
1872,2,1,0,2,2,1,3,5,5,1,4,1,1,4,3,5,4,5,1
1873,4,2,0,2,1,1,3,5,4,1,4,2,1,4,3,3,4,4,2
1874,10,2,0,2,1,1,3,5,5,5,5,2,1,4,2,5,5,5,1
1875,13,1,0,2,1,2,3,5,3,4,4,2,1,4,3,5,4,4,1
1876,10,2,0,2,1,1,3,4,3,1,1,5,1,2,4,2,2,3,4
1877,6,2,Burmilla,1,1,1,3,5,4,5,5,1,1,4,1,5,5,5,1
1878,9,1,0,1,1,2,3,4,4,3,5,3,1,4,2,5,5,5,2
1879,2,2,0,1,1,2,4,5,5,5,4,1,1,4,2,4,4,4,1
1880,4,1,0,2,1,1,3,5,5,5,4,2,1,4,1,5,4,5,1
1881,12,2,0,2,2,2,3,4,4,3,5,3,1,1,2,5,4,5,3
1882,3,2,Pedigree red,2,1,1,3,3,4,4,4,4,1,3,3,4,4,4,3
1883,7,1,0,1,1,2,3,4,4,5,2,5,1,1,2,4,4,5,4
1884,16,1,0,2,2,1,3,3,3,4,3,4,1,4,2,4,3,4,2
1885,2,2,0,2,1,1,3,5,5,4,0,0,1,0,0,0,0,0,0
1886,16,2,0,2,1,1,3,5,4,4,4,2,2,3,2,5,2,4,1
1887,4,2,0,2,1,1,3,5,3,3,4,3,2,4,3,4,4,4,2
1888,4,1,0,2,1,2,3,5,4,5,4,2,1,2,2,5,5,4,2
1889,7,2,Tonkinese,2,1,2,3,4,3,4,4,3,2,4,2,4,4,4,2
1890,6,2,0,2,1,1,3,4,5,5,4,2,1,5,1,5,4,5,1
1891,7,2,0,2,1,2,3,3,3,5,4,5,1,1,2,5,5,5,5
1892,7,2,0,2,1,1,3,4,3,5,5,1,1,5,1,5,5,5,1
1893,3,2,0,1,1,1,3,3,4,3,0,0,1,0,0,0,0,0,0
1894,2,1,0,1,1,1,3,3,5,4,4,2,1,4,3,5,5,5,1
1895,6,1,0,2,1,2,4,5,3,4,2,2,1,2,2,3,5,5,2
1896,10,1,ragdoll ,2,1,1,3,5,3,1,4,1,1,5,3,3,2,4,3
1897,3,1,Ragdoll ,1,2,2,3,4,5,5,5,5,2,1,3,3,5,1,5
1898,16,1,0,2,1,2,3,4,3,3,4,2,3,5,2,4,5,5,3
1899,7,1,0,2,1,1,3,4,3,5,5,4,1,4,3,5,4,5,4
1900,8,1,Siamese ,1,2,1,3,5,5,5,1,5,1,3,1,5,5,5,1
1901,2,1,0,2,2,2,3,5,5,4,4,2,3,3,1,4,2,4,3
1902,4,1,Maine coon,1,1,1,3,5,4,5,5,2,1,4,1,4,4,5,1
1903,2,2,0,2,1,1,3,5,4,5,4,3,1,3,3,5,5,5,2
1904,1,1,0,2,1,1,3,4,4,3,4,2,1,3,2,5,3,5,2
1905,15,1,0,2,2,1,5,4,4,5,4,1,1,4,1,5,5,5,1
1906,14,1,0,2,1,1,3,4,4,4,5,3,1,3,3,5,5,5,2
1907,5,1,0,2,1,1,3,3,2,3,4,2,1,4,3,5,4,5,2
1908,2,1,0,2,1,2,4,5,5,5,3,1,1,4,1,5,3,5,1
1909,6,2,0,2,1,1,3,5,3,4,4,3,1,3,4,4,5,3,3
1910,2,2,0,2,1,1,3,5,5,4,5,4,1,2,2,5,5,4,4
1911,14,2,0,1,2,1,2,5,3,5,3,3,1,4,3,4,3,4,4
1912,6,2,0,2,1,2,3,4,4,3,3,2,1,2,3,4,4,4,2
1913,3,1,Birman,2,1,1,3,5,3,4,2,3,1,3,4,3,2,3,2
1914,8,2,0,2,1,1,4,3,3,2,3,4,1,2,2,4,4,5,4
1915,15,2,0,2,1,1,3,4,3,5,5,2,1,2,2,4,4,4,1
1916,2,2,0,2,1,1,3,5,5,3,5,1,1,5,1,5,5,5,1
1917,5,2,Siamese,2,1,1,3,5,5,4,4,3,1,2,3,5,4,5,1
1918,9,2,0,2,1,1,3,3,3,3,2,4,1,2,1,5,3,5,4
1919,7,2,0,2,1,1,3,5,4,3,5,2,1,4,1,5,5,5,1
1920,3,1,0,2,1,1,3,5,5,3,5,4,1,4,4,5,5,4,4
1921,2,2,0,2,1,2,3,5,5,4,5,4,3,1,2,5,5,5,4
1922,4,2,0,1,1,1,3,5,5,5,2,4,1,3,2,5,4,5,4
1923,10,2,0,1,1,1,4,4,3,4,4,4,1,2,1,5,4,5,3
1924,2,1,0,2,2,2,3,4,5,5,4,4,3,2,1,4,4,4,4
1925,16,2,0,2,1,1,2,4,3,4,4,4,1,4,2,5,5,4,2
1926,12,2,0,2,1,1,3,4,4,5,4,4,1,4,2,5,4,5,2
1927,9,1,Tabby,2,1,1,4,1,4,4,2,2,1,2,2,5,2,5,2
1928,14,2,0,2,2,1,3,3,3,5,1,2,1,3,3,4,4,4,2
1929,1,1,0,2,1,1,3,5,5,4,3,2,1,4,1,5,4,5,2
1930,19,1,Burmilla,2,2,1,2,3,3,4,5,2,1,2,2,4,4,5,1
1931,1,1,Maine coon,2,1,2,3,4,3,3,2,5,1,2,2,5,4,4,4
1932,1,1,0,2,1,1,3,3,3,1,4,4,1,2,3,4,3,4,4
1933,4,1,0,1,1,1,4,5,5,4,4,1,1,4,2,5,4,5,2
1934,5,1,0,2,1,1,4,3,4,5,3,4,1,2,2,5,4,5,5
1935,10,1,0,2,1,1,3,4,4,3,2,2,3,2,2,4,3,4,2
1936,9,1,0,2,2,2,3,5,4,1,5,1,1,3,1,5,4,5,1
1937,10,2,Tortoise shell,2,1,1,4,5,4,5,1,2,3,2,1,4,1,4,1
1938,3,1,0,2,1,1,3,5,5,4,4,2,1,3,2,5,3,5,1
1939,16,1,0,2,1,1,4,5,5,3,4,1,2,5,2,4,2,4,1
1940,8,1,0,2,2,2,3,4,3,5,3,1,1,2,1,5,2,5,2
1941,4,1,0,1,1,1,3,4,4,2,4,2,1,4,2,4,5,4,2
1942,8,1,0,2,1,1,4,4,4,3,4,2,2,2,3,4,3,4,3
1943,5,2,0,2,1,1,3,3,5,1,0,0,1,0,0,0,0,0,0
1944,5,2,0,2,1,1,3,5,5,3,5,2,1,2,1,5,5,5,1
1945,18,2,0,2,2,2,2,4,3,4,2,2,1,3,1,5,3,5,2
1946,2,2,0,1,1,1,3,5,5,1,4,2,1,2,1,5,4,5,1
1947,4,1,Siamese,2,1,2,3,5,4,5,5,1,1,3,5,5,5,5,1
1948,1,2,0,1,1,2,3,5,5,5,2,3,3,4,4,4,2,5,3
1949,10,1,persian,2,1,1,3,5,4,5,5,3,1,2,3,5,5,5,1
1950,6,1,0,2,1,1,5,4,4,5,4,2,1,4,2,5,4,5,3
1951,10,2,0,1,1,1,3,3,5,5,0,0,1,0,0,0,0,0,0
1952,6,2,0,2,2,2,3,4,4,5,3,4,1,2,1,5,4,5,5
1953,2,1,0,2,1,1,3,4,5,3,4,3,1,4,1,5,4,5,4
1954,7,2,0,2,1,1,3,4,3,3,0,0,1,0,0,0,0,0,0
1955,14,2,Birman,2,1,1,3,3,3,4,3,2,1,2,3,4,2,3,2
1956,5,1,British Shorthair,2,2,1,3,4,5,3,4,2,1,3,1,5,5,5,3
1957,16,2,british shorthair,2,2,2,2,4,3,1,5,1,1,5,1,3,5,5,1
1958,10,1,british shorthair,2,1,1,4,5,4,4,5,2,1,5,2,4,4,5,1
1959,1,1,0,2,1,1,4,5,4,3,5,1,1,4,2,5,5,5,1
1960,7,1,Part burmese,2,1,1,3,5,5,5,4,3,1,3,2,5,5,5,1
1961,7,2,0,2,1,1,3,4,4,4,5,2,1,4,1,5,5,5,1
1962,7,2,0,2,1,1,3,5,4,1,4,3,3,2,3,4,5,4,4
1963,1,1,0,2,1,1,3,4,5,3,2,4,1,2,4,1,3,3,4
1964,1,1,0,2,1,1,3,5,4,5,5,1,1,4,1,5,4,5,2
1965,8,2,0,1,2,1,3,4,4,3,4,2,1,3,3,4,3,4,2
1966,15,2,0,1,1,1,2,3,3,3,5,2,1,4,2,5,4,5,2
1967,2,1,0,2,1,1,3,3,3,1,2,5,1,2,5,3,4,4,5
1968,5,2,0,2,1,1,3,5,5,3,4,2,1,5,3,5,4,5,1
1969,6,1,0,2,1,1,4,3,4,4,4,4,1,2,4,4,3,4,4
1970,1,1,0,2,1,2,3,4,4,3,3,5,3,1,3,4,2,3,5
1971,17,2,0,2,1,1,2,3,1,1,2,4,1,4,3,4,3,4,3
1972,4,2,0,2,1,2,3,3,3,3,4,3,1,4,2,5,5,4,2
1973,5,2,0,2,1,1,3,5,5,5,2,2,1,5,1,5,5,5,4
1974,4,2,Sphynx (domestic),1,2,1,3,5,4,5,4,3,3,4,3,5,3,4,1
1975,2,2,0,2,2,1,3,5,3,4,5,2,1,4,1,4,4,5,2
1976,7,2,0,1,1,2,3,4,4,5,2,2,1,3,2,5,3,4,2
1977,6,1,0,2,1,1,3,4,3,1,4,2,1,2,1,5,5,4,2
1978,7,2,Moggy,1,1,1,3,5,5,5,5,2,1,4,1,5,5,4,2
