,How old is your cat (years)?,Is your cat male or female?,Other (please specify).1,Does your cat have access to the outdoors?,Does your cat have any existing medical conditions?,Does your cat display any behavioural problems,How would you describe your cat's weight?,My cat is keen to explore new things in his/her environment,My cat is playful,My cat is vocal when around people,My cat is comfortable being picked up,My cat is timid,"My cat behaves aggressively (i.e. growls, hisses, bites and swipes with claws) towards me when I stroke him/her",My cat is quick to settle and to adapt to change,"My cat would prefer to be left alone, rather than be with people",My cat likes being stroked,My cat is very tolerant to being handled,My cat is friendly,My cat is fearful
807,2,Male,0,Yes,No,No,Normal,Always,Always,Occasionally,Strongly agree,Disagree,Occasionally,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree
808,11,Female,0,Yes,Yes,No,Overweight,Usually,Occasionally,Always,Agree,Disagree,Never,Agree,Disagree,Agree,Agree,Agree,Disagree
809,3,Male,Neva Masquerade,No,No,Yes,Normal,Occasionally,Usually,Usually,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
810,2,Male,sphynx,Yes,Yes,Yes,Normal,Always,Usually,Usually,Agree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree
811,11,Male,0,Yes,No,No,Overweight,Always,Occasionally,Occasionally,Strongly agree,Agree,Occasionally,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree
812,13,Female,0,Yes,No,No,Overweight,Occasionally,Occasionally,Usually,Disagree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree
813,1,Male,0,No,No,No,Normal,Always,Always,Occasionally,Strongly agree,Strongly agree,Occasionally,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Disagree
814,12,Female,0,Yes,Yes,No,Normal,Occasionally,Occasionally,Always,Strongly agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
815,13,Female,Maine Coon,Yes,Yes,No,Overweight,Usually,Occasionally,Occasionally,Disagree,Disagree,Never,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree
816,1,Male,bengal,No,No,No,Normal,Always,Usually,Usually,Agree,Disagree,Never,Agree,Disagree,Strongly agree,Agree,Agree,Strongly disagree
817,8,Male,0,Yes,No,Yes,Underweight,Usually,Usually,Occasionally,Agree,Neither agree nor disagree,Never,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
818,6,Female,0,Yes,No,Yes,Normal,Usually,Usually,Occasionally,Neither agree nor disagree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
819,4,Male,0,Yes,No,No,Normal,Always,Always,Usually,Strongly agree,Agree,Never,Agree,Disagree,Strongly agree,Strongly agree,Agree,Agree
820,6,Male,0,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Strongly disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly disagree
821,2,Male,0,Yes,No,No,Normal,Always,Usually,Always,Strongly agree,Strongly disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
822,10,Male,"Part domestic, part siamese",Yes,No,No,Normal,Usually,Usually,Always,Agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree
823,2,Male,Devon Rex,Yes,No,No,Normal,Usually,Always,Usually,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree
824,2,Female,0,No,No,Yes,Normal,Usually,Always,Always,Neither agree nor disagree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree
825,3,Male,0,Yes,Yes,Yes,Normal,Occasionally,Occasionally,Occasionally,Disagree,Agree,Never,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree
826,5,Male,0,Yes,No,No,Normal,Always,Always,Occasionally,Strongly agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
827,5,Male,0,Yes,No,No,Normal,Occasionally,Usually,Never,Strongly agree,Agree,Never,Neither agree nor disagree,Disagree,Agree,Strongly agree,Neither agree nor disagree,Agree
828,3,Female,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Agree,Strongly disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
829,4,Female,Sacred Birman,No,No,Yes,Normal,Usually,Usually,Occasionally,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,Strongly disagree
830,3,Male,0,Yes,No,No,Normal,Always,Usually,Usually,Agree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
831,6,Male,0,No,No,No,Overweight,Usually,Usually,Never,Agree,Neither agree nor disagree,Never,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree
832,12,Male,0,Yes,Yes,No,Normal,Always,Always,Always,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
833,13,Female,0,No,No,No,Overweight,Occasionally,Never,Once,Disagree,Agree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Agree
834,8,Female,Ragdoll,No,No,No,Normal,Always,Usually,Always,Neither agree nor disagree,Disagree,Never,Disagree,Disagree,Agree,Agree,Agree,Disagree
835,7,Male,0,Yes,No,No,Normal,Always,Occasionally,Always,Strongly agree,Disagree,Never,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Agree
836,3,Male,British Blue,Yes,No,No,Normal,Always,Always,Occasionally,Disagree,Neither agree nor disagree,Never,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree
837,3,Male,0,Yes,No,No,Normal,Always,Always,Occasionally,0,0,Never,0,0,0,0,0,0
838,3,Male,0,Yes,No,No,Overweight,Occasionally,Occasionally,Never,Disagree,Agree,Never,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Strongly agree
839,5,Female,0,Yes,No,No,Normal,Always,Always,Occasionally,Agree,Disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
840,2,Male,0,No,No,No,Normal,Always,Usually,Always,Neither agree nor disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Disagree
841,1,Male,0,Yes,No,No,Normal,Usually,Usually,Always,Strongly agree,Disagree,Occasionally,Agree,Disagree,Agree,Agree,Strongly agree,Disagree
842,6,Male,0,Yes,No,No,Normal,Always,Occasionally,Occasionally,Agree,Disagree,Never,Agree,Agree,Agree,Agree,Agree,Strongly disagree
843,8,Male,0,Yes,No,No,Normal,Always,Occasionally,Usually,Agree,Strongly disagree,Occasionally,Agree,Disagree,Agree,Agree,Agree,Disagree
844,8,Male,0,Yes,No,No,Overweight,Always,Usually,Occasionally,0,0,Never,0,0,0,0,0,0
845,3,Male,0,Yes,No,No,Normal,Always,Usually,Occasionally,Neither agree nor disagree,Strongly disagree,Occasionally,Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree
846,8,Male,0,Yes,Yes,No,Normal,Usually,Occasionally,Always,Agree,Agree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
847,10,Male,Long haired ginger somali,Yes,No,No,Normal,Usually,Always,Occasionally,Strongly agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
848,8,Female,0,Yes,No,No,Normal,Usually,Occasionally,Usually,0,0,Never,0,0,0,0,0,0
849,5,Male,0,Yes,No,No,Normal,Always,Always,Always,Disagree,Disagree,Never,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree
850,15,Male,0,Yes,No,No,Overweight,Occasionally,Usually,Never,Neither agree nor disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,Disagree
851,8,Male,Bengal,Yes,No,No,Normal,Usually,Always,Occasionally,Agree,Neither agree nor disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Disagree
852,4,Female,moggie,Yes,No,Yes,Normal,Usually,Usually,Occasionally,Disagree,Disagree,Never,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree
853,11,Male,0,Yes,No,No,Overweight,Always,Always,Always,Strongly agree,Strongly disagree,Never,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
854,5,Male,Balinese,Yes,No,No,Normal,Always,Usually,Usually,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
855,3,Female,0,No,No,No,Normal,Always,Always,Always,Strongly agree,Neither agree nor disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
856,10,Male,0,Yes,No,No,Normal,Usually,Occasionally,Usually,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree
857,1,Male,0,Yes,No,No,Overweight,Always,Usually,Occasionally,Agree,Disagree,Occasionally,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree
858,4,Female,0,Yes,No,No,Normal,Usually,Occasionally,Never,Neither agree nor disagree,Neither agree nor disagree,Never,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly disagree
859,19,Female,Russian Blue,No,Yes,No,Underweight,Usually,Occasionally,Always,Strongly agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
860,5,Male,Maine Coon,Yes,No,No,Normal,Always,Always,Usually,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
861,1,Female,0,Yes,No,No,Normal,Usually,Usually,Usually,Strongly agree,Disagree,Never,Agree,Disagree,Agree,Agree,Agree,Disagree
862,1,Male,0,Yes,Yes,No,Normal,Usually,Occasionally,Occasionally,Strongly agree,Neither agree nor disagree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree
863,3,Male,0,No,No,No,Normal,Always,Always,Usually,Neither agree nor disagree,Strongly disagree,Never,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
864,2,Male,0,Yes,Yes,Yes,Normal,Usually,Usually,Occasionally,Disagree,Neither agree nor disagree,Usually,Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree
865,11,Male,Burmese cross ,Yes,No,No,Overweight,Always,Occasionally,Occasionally,Strongly agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
866,13,Female,0,Yes,Yes,No,Normal,Usually,Usually,Occasionally,Strongly agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
867,14,Female,0,Yes,No,No,Overweight,Usually,Occasionally,Usually,Disagree,Neither agree nor disagree,Occasionally,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree
868,6,Male,0,No,No,No,Overweight,Always,Usually,Occasionally,Agree,Agree,Never,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree
869,19,Male,0,No,No,No,Normal,Always,Always,Occasionally,Agree,Disagree,Never,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree
870,6,Female,0,Yes,No,No,Normal,Always,Always,Occasionally,Agree,Agree,Never,Disagree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree
871,9,Female,0,Yes,No,No,Normal,Always,Usually,Usually,Strongly agree,Agree,Never,Agree,Disagree,Strongly agree,Agree,Agree,Disagree
872,10,Female,0,Yes,Yes,No,Normal,Usually,Usually,Usually,Agree,Neither agree nor disagree,Once,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree
873,5,Female,0,Yes,No,No,Underweight,Never,Never,Usually,Disagree,Disagree,Occasionally,Agree,Agree,Agree,Disagree,Agree,Strongly disagree
874,5,Male,0,No,No,No,Overweight,Occasionally,Occasionally,Occasionally,Neither agree nor disagree,Strongly disagree,Never,Disagree,Agree,Agree,Agree,Agree,Disagree
875,16,Female,0,Yes,No,No,Underweight,Occasionally,Occasionally,Always,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
876,8,Female,0,Yes,Yes,No,Normal,Always,Usually,Once,Disagree,Agree,Never,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
877,10,Female,0,Yes,No,No,Normal,Always,Usually,Usually,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
878,3,Female,0,Yes,No,No,Normal,Always,Always,Never,Agree,Neither agree nor disagree,Occasionally,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
879,12,Female,0,Yes,Yes,No,Normal,Usually,Occasionally,Always,Strongly agree,Strongly disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly disagree
880,1,Male,0,No,Yes,No,Normal,Usually,Always,Never,Agree,Neither agree nor disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
881,1,Male,British shorthair ,No,No,No,Normal,Always,Usually,Usually,Agree,Disagree,Never,Agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree
882,4,Female,0,Yes,No,Yes,Overweight,Usually,Usually,Occasionally,Agree,Neither agree nor disagree,Never,Disagree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree
883,5,Male,British shorthair,No,No,No,Normal,Occasionally,Occasionally,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Never,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree
884,2,Female,0,Yes,No,No,Overweight,Occasionally,Usually,Never,Strongly agree,Disagree,Never,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree
885,4,Male,0,No,No,Yes,Overweight,Usually,Usually,Usually,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Agree,Strongly disagree
886,19,Male,Half Birman half Tom cat,Yes,Yes,No,Underweight,Usually,Usually,Occasionally,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,Strongly disagree
887,8,Female,0,Yes,No,No,Normal,Always,Occasionally,Always,Disagree,Strongly agree,Never,Disagree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree
888,7,Male,0,Yes,No,Yes,Overweight,Always,Usually,Usually,Disagree,Agree,Usually,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree
889,10,Female,Old English tortoise-shell,Yes,No,No,Underweight,Usually,Usually,Occasionally,Agree,Agree,Occasionally,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
890,1,Female,0,Yes,No,No,Normal,Always,Usually,Occasionally,Agree,Disagree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Agree
891,8,Female,0,Yes,No,Yes,Normal,Never,Occasionally,Once,Neither agree nor disagree,Strongly agree,Never,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree
892,2,Female,0,Yes,No,Yes,Normal,Usually,Usually,Occasionally,Strongly agree,Agree,Never,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree
893,10,Female,0,Yes,No,No,Normal,Always,Occasionally,Never,Agree,Disagree,Never,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree
894,5,Female,0,Yes,No,No,Normal,Always,Always,Always,Agree,Disagree,Never,Agree,Disagree,Agree,Agree,Strongly agree,Disagree
895,22,Male,0,Yes,Yes,No,Underweight,Usually,Never,Usually,Strongly agree,Disagree,Never,Agree,Disagree,Agree,Strongly agree,Agree,Disagree
896,1,Female,0,Yes,No,Yes,Normal,Occasionally,Usually,Never,Disagree,Strongly agree,Once,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,Agree
897,2,Male,Birman,No,No,No,Normal,Usually,Usually,Occasionally,Neither agree nor disagree,Agree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Agree
898,13,Male,0,Yes,No,No,Normal,Always,Usually,Occasionally,Agree,Strongly disagree,Never,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
899,6,Male,Bengal,Yes,Yes,No,Normal,Always,Always,Always,Agree,Strongly disagree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Disagree
900,1,Male,0,No,No,No,Normal,Always,Always,Occasionally,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree
901,16,Female,0,No,Yes,No,Underweight,Occasionally,Once,Usually,Strongly agree,Neither agree nor disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree
902,5,Male,0,Yes,No,No,Overweight,Occasionally,Occasionally,Occasionally,Neither agree nor disagree,Strongly disagree,Never,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree
903,1,Female,British Short Hair,No,Yes,No,Normal,Always,Always,Usually,Strongly agree,Agree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
904,6,Male,0,Yes,No,Yes,Normal,Always,Occasionally,Never,Agree,Strongly agree,Never,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Agree
905,3,Female,0,No,Yes,Yes,Overweight,Usually,Occasionally,Occasionally,Strongly disagree,Strongly disagree,Usually,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Agree
906,8,Male,0,Yes,No,No,Overweight,Usually,Occasionally,Usually,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree
907,2,Female,0,Yes,No,No,Normal,Always,Usually,Usually,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree
908,8,Male,0,Yes,No,Yes,Normal,Always,Always,Always,Strongly disagree,Strongly disagree,Never,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree
909,5,Male,0,No,No,Yes,Overweight,Occasionally,Occasionally,Occasionally,Neither agree nor disagree,Agree,Occasionally,Disagree,Disagree,Agree,Agree,Agree,Disagree
910,10,Female,0,No,No,Yes,Normal,Always,Always,Always,Agree,Disagree,Occasionally,Disagree,Disagree,Agree,Disagree,Strongly agree,Disagree
911,2,Female,0,No,No,No,Normal,Always,Always,Usually,Agree,Disagree,Never,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly disagree
912,8,Male,Ocicat,No,No,No,Normal,Always,Always,Always,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
913,1,Female,0,Yes,No,No,Normal,Usually,Always,Usually,Disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Disagree
914,6,Male,Persian,Yes,No,No,Normal,Always,Always,Always,Agree,Disagree,Never,Agree,Agree,Agree,Agree,Strongly agree,Disagree
