index,cat_age,cat_gender,breed,needs_outdoor,medical_conditions,behavioural_problems,cat_weight,likes_to_explore,playful,vocal,picked_up,timid,aggressive,adapts_quickly,prefers_alone,likes_stroke,tolerant_handled,friendly,fearful,adopter_gender,adopter_age,other_cats,outdoor_access,worries,easily_nervous,remains_calm,talkative,outgoing,reserved,new_ideas,values_artistic,active_imagination,rude,forgiving,considerate,thorough job,lazy,efficient,satisf_level
937,3,1,0,2,1,1,4,3,2,5,3,2,1,3,2,5,5,5,1,2,2,1.0,2,4,4,3,4,4,4,5,2,5,1,5,5,5,2,4,1.0
938,11,1,0,2,1,1,3,4,3,4,3,2,3,3,2,3,3,3,2,2,2,3.0,2,3,4,3,5,4,4,3,4,4,1,4,4,5,2,4,0.8
939,9,2,0,2,1,1,3,5,4,4,5,4,2,2,2,4,5,4,1,2,4,0.0,2,2,1,4,5,4,4,4,5,4,1,5,5,5,2,4,0.95
940,1,2,0,2,1,1,3,4,4,5,2,5,1,2,2,4,3,2,5,2,4,0.0,2,3,0,0,5,0,1,5,0,5,0,2,0,1,0,0,0.75
941,2,1,0,2,1,1,3,4,3,3,5,1,1,4,1,5,5,5,1,2,3,1.0,2,4,3,5,4,4,1,5,5,5,4,4,4,2,1,5,1.0
942,8,2,0,2,2,2,3,4,4,3,2,4,1,1,4,3,2,5,5,2,4,0.0,2,5,4,1,5,5,1,4,4,5,4,4,5,5,4,4,0.8
943,9,2,0,2,1,1,4,3,4,5,5,4,1,2,1,5,5,5,4,2,2,2.0,2,2,2,4,5,2,4,2,2,2,4,4,2,5,4,4,1.0
945,5,2,0,2,1,1,4,5,4,2,3,4,1,4,4,4,4,4,3,2,1,0.0,2,4,4,4,3,2,4,3,3,4,2,4,4,5,3,4,1.0
946,16,2,0,2,2,2,3,3,1,4,4,4,1,5,3,4,3,4,1,2,1,1.0,2,3,3,4,5,3,4,5,5,5,1,4,5,5,3,3,1.0
947,7,1,Burmilla,2,1,1,3,3,3,3,1,2,1,2,3,4,2,3,2,1,5,1.0,2,5,3,2,3,2,3,4,4,5,4,3,3,3,4,3,0.95
948,1,2,0,2,1,1,3,5,5,4,5,3,1,5,1,5,5,5,1,2,1,2.0,2,5,5,2,3,4,4,2,3,3,4,5,4,4,3,4,1.0
949,2,1,0,1,1,1,3,5,4,1,3,2,1,5,2,4,4,4,1,2,2,5.0,1,5,5,4,5,5,3,5,5,5,5,5,5,4,5,5,0.95
950,3,2,0,2,1,1,3,5,5,5,4,2,1,2,1,5,5,4,3,2,2,2.0,2,4,5,4,4,2,4,3,2,3,3,2,3,5,1,4,1.0
951,3,2,0,1,1,2,3,1,4,5,1,5,1,2,3,3,1,5,5,2,3,0.0,1,3,4,3,2,2,4,3,3,5,1,5,4,4,2,4,0.9
952,13,1,0,2,1,2,4,5,4,4,5,4,1,2,2,5,5,3,2,2,4,2.0,2,2,1,5,2,4,2,5,3,4,3,2,4,5,1,5,1.0
953,13,2,0,1,1,1,3,4,4,4,3,1,1,4,2,5,4,5,1,1,3,1.0,1,4,4,2,5,4,2,3,3,4,4,4,4,4,3,4,0.95
954,2,2,0,2,1,1,3,3,4,3,5,3,1,4,3,4,5,5,2,2,2,0.0,2,5,4,4,3,4,4,3,2,4,2,5,5,4,4,4,0.95
955,6,1,0,1,2,1,3,4,5,3,4,4,1,4,2,5,4,4,4,2,2,1.0,1,5,4,2,5,3,4,2,4,4,2,4,5,5,1,5,1.0
956,2,1,0,2,1,1,2,5,4,2,5,5,1,5,2,5,5,5,2,0,3,0.0,2,3,2,3,4,4,3,4,3,4,4,4,4,3,3,4,0.95
957,10,2,0,1,1,1,3,5,5,3,5,2,1,2,2,5,5,5,2,2,3,0.0,1,1,1,5,4,4,4,4,4,4,1,4,4,5,1,5,1.0
958,12,1,simease mix,1,1,2,3,5,4,3,4,2,1,1,2,3,2,3,1,2,2,8.0,1,4,3,3,2,1,3,3,3,4,2,4,3,4,1,3,0.85
959,13,1,0,1,1,1,4,5,3,3,4,2,1,4,3,4,4,3,1,0,4,7.0,1,5,5,1,1,1,5,4,5,4,3,2,4,5,2,4,1.0
960,2,1,0,1,1,2,3,4,4,3,4,3,1,4,2,5,5,5,2,2,2,3.0,1,4,3,3,5,4,1,4,5,5,1,4,5,4,4,2,1.0
961,4,2,0,1,1,1,3,4,4,3,5,3,1,4,2,4,5,4,2,2,1,1.0,1,5,4,3,4,4,3,4,4,4,2,3,5,4,5,4,0.95
962,17,1,0,2,2,1,3,5,3,5,5,1,1,5,2,5,5,5,1,2,2,1.0,2,5,5,2,3,3,4,4,5,4,1,2,5,5,3,4,1.0
963,17,2,0,1,1,1,3,4,3,5,5,3,1,3,2,5,5,4,2,2,5,2.0,1,4,2,4,1,3,4,3,4,3,2,4,4,5,2,4,1.0
964,16,1,0,2,2,1,3,4,4,4,5,3,1,4,2,5,5,5,2,1,3,16.0,2,5,5,5,1,1,5,5,5,5,1,5,5,5,1,5,1.0
965,10,2,0,2,2,1,3,3,3,4,4,3,1,4,2,1,4,4,2,2,3,0.0,2,2,2,4,3,3,2,4,4,4,3,5,4,5,1,4,0.8
966,8,2,Siberian,2,1,2,3,5,4,3,2,4,1,2,3,2,2,4,4,2,5,3.0,2,4,3,5,4,4,3,4,5,5,1,5,5,4,2,4,0.85
967,3,1,0,2,1,1,3,5,5,3,5,3,1,4,1,5,5,5,1,2,5,1.0,2,3,1,5,3,3,3,4,5,5,2,5,5,5,2,5,1.0
968,8,1,siamese,1,1,2,3,5,3,5,2,1,1,4,3,5,4,5,1,2,6,0.0,1,3,3,4,4,4,4,4,4,4,2,4,4,3,5,3,0.75
969,2,1,Siberian,1,2,1,3,5,3,3,5,1,1,5,1,5,5,5,1,2,2,0.0,1,5,4,2,2,1,5,3,4,3,4,3,3,4,3,3,1.0
970,6,2,0,1,1,1,4,4,4,5,4,1,3,4,1,5,5,5,1,2,3,0.0,1,4,2,4,4,4,5,4,4,4,2,2,4,5,2,5,0.9
971,3,1,0,1,1,1,2,4,5,4,2,4,2,5,3,4,3,4,4,2,2,0.0,1,4,4,4,2,2,5,4,5,5,2,4,5,4,5,4,1.0
972,5,1,0,1,2,2,3,5,3,5,1,2,3,3,1,4,3,3,3,2,4,3.0,1,4,4,3,5,4,3,4,4,4,1,3,4,4,4,4,0.9
973,14,1,0,1,2,1,4,5,4,3,5,1,1,4,1,5,5,5,1,2,3,6.0,1,5,4,5,2,3,4,4,5,5,3,4,5,4,3,4,1.0
974,10,1,Bengal,1,2,1,2,5,4,4,4,2,1,4,1,3,4,5,2,2,5,1.0,1,4,1,5,5,4,2,4,1,3,2,1,4,5,3,5,0.95
975,2,2,Bengal,2,1,1,3,4,5,4,1,3,1,2,2,3,2,4,3,2,5,1.0,2,4,1,5,3,5,1,5,5,5,1,5,5,5,1,5,1.0
976,4,2,0,1,2,2,3,4,4,3,4,3,2,3,2,4,4,4,2,2,3,2.0,1,4,2,3,4,4,2,4,3,4,2,4,4,4,2,3,0.9
977,1,1,F1 Hybrid - ALC / Bengal,2,1,1,3,5,5,5,3,1,1,3,1,5,5,5,1,2,4,3.0,2,5,3,5,4,1,5,5,5,5,5,1,2,5,1,5,1.0
978,15,1,Bombay,2,1,2,3,5,5,5,5,1,1,4,1,5,5,5,1,1,4,3.0,2,3,4,5,3,4,3,5,5,5,1,5,4,5,3,5,1.0
979,17,2,0,2,2,1,3,4,5,1,5,2,3,4,1,5,5,5,1,2,4,3.0,2,4,2,4,4,2,4,5,4,4,3,4,5,5,3,4,1.0
980,16,2,0,1,1,1,4,4,3,5,4,3,1,2,3,4,4,4,3,2,4,0.0,1,4,4,4,4,4,4,4,3,5,4,5,5,5,3,4,0.85
981,3,2,0,1,1,2,3,4,4,3,2,4,1,4,4,4,2,1,5,2,4,2.0,1,2,3,4,5,3,2,3,4,4,3,4,3,4,1,4,1.0
982,15,1,0,2,2,1,2,5,4,4,2,4,3,3,2,4,3,4,4,2,4,0.0,2,2,1,5,4,2,3,5,4,5,4,3,3,5,3,4,1.0
983,9,1,0,1,1,1,4,3,3,1,1,5,1,5,5,5,5,5,3,2,3,16.0,1,5,4,1,1,1,3,3,4,5,3,3,4,5,1,3,0.9
984,9,2,0,2,1,1,2,5,3,4,4,2,3,4,4,4,4,4,2,1,2,0.0,2,5,5,2,2,2,5,2,4,4,3,4,4,3,4,4,0.9
985,1,2,Snowshoe,1,1,1,3,3,5,3,5,1,1,4,1,5,5,5,1,2,1,3.0,1,4,4,4,5,5,5,4,4,5,2,5,4,5,4,4,1.0
986,4,1,0,2,1,1,4,4,3,3,2,2,1,1,4,5,3,4,2,2,3,1.0,2,5,3,1,5,4,2,5,5,5,4,4,5,2,5,2,1.0
987,3,1,0,2,1,1,3,5,5,4,5,1,1,2,1,5,5,5,2,2,1,0.0,2,5,5,4,4,4,4,4,4,4,1,4,5,5,1,5,1.0
988,10,2,0,2,1,1,4,3,4,3,2,4,1,4,2,5,5,4,4,2,1,2.0,2,5,5,3,4,4,2,4,3,2,2,4,5,4,2,4,0.95
989,1,2,0,1,1,2,3,5,5,3,5,4,3,3,5,4,3,3,4,2,1,0.0,1,4,3,4,5,3,4,4,5,5,4,5,5,5,2,5,0.9
990,15,2,0,1,1,1,3,5,5,5,5,1,1,5,1,5,5,5,1,1,4,1.0,1,4,3,4,4,5,1,4,4,5,1,5,5,5,3,4,1.0
991,17,1,0,2,2,1,3,3,3,3,4,3,1,3,4,5,4,4,4,2,3,0.0,2,4,2,4,5,5,1,4,3,4,1,5,5,4,2,4,0.95
992,2,2,0,2,1,1,3,5,4,3,5,3,1,4,2,4,5,4,3,2,3,1.0,2,4,3,4,4,4,2,3,4,4,2,5,4,3,5,3,0.95
993,7,1,0,2,1,1,3,4,3,3,2,4,1,2,2,5,3,4,4,2,3,0.0,2,5,4,2,5,4,2,5,5,4,2,4,4,5,1,4,1.0
994,17,2,0,2,1,1,3,5,4,3,2,3,3,2,3,4,2,2,2,2,3,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85
995,6,2,0,2,1,2,3,4,4,5,2,4,1,4,1,5,1,5,4,2,3,0.0,2,5,4,2,4,5,4,2,4,2,5,5,5,5,4,5,0.8
996,2,1,0,2,1,1,3,5,4,4,5,1,1,4,2,4,4,5,2,2,5,0.0,2,4,2,5,4,5,2,5,5,4,1,5,5,5,4,5,1.0
998,1,2,British shorthair,1,1,1,2,4,3,1,4,3,1,2,1,5,4,4,2,2,4,0.0,1,2,1,4,1,2,4,5,5,5,3,2,1,5,4,5,0.95
999,2,1,Aphrodite,2,1,1,3,5,5,3,5,1,1,4,2,5,4,5,1,2,3,1.0,2,5,2,4,5,4,1,4,5,4,1,4,5,5,1,4,1.0
1000,18,2,British short hair,2,2,1,2,3,3,4,2,4,3,2,2,4,2,4,2,2,3,0.0,2,4,4,4,1,2,4,3,4,2,2,4,4,5,4,4,0.85
1001,18,2,0,2,2,2,3,5,4,4,5,5,1,5,2,5,5,5,1,2,4,0.0,2,4,4,4,4,3,4,3,4,4,2,4,4,5,2,4,1.0
1002,6,1,Bengal,2,2,1,3,5,5,5,3,1,1,3,2,5,3,5,1,2,4,3.0,2,2,2,3,1,1,5,1,3,3,2,3,4,5,2,5,1.0
1003,7,1,0,2,1,2,3,3,4,5,4,5,2,2,3,4,4,3,4,2,4,0.0,2,2,3,5,2,2,5,4,4,4,4,3,4,5,1,5,0.9
1004,6,1,Maine Coon,2,1,1,3,5,5,5,5,5,1,4,1,5,5,5,2,2,4,3.0,2,2,3,4,5,4,3,5,4,3,2,3,5,4,2,4,0.95
1005,17,1,0,2,1,2,3,1,3,4,5,5,1,1,1,1,5,4,4,2,4,2.0,2,5,4,5,2,2,5,4,2,4,3,3,5,5,4,5,1.0
1006,3,2,0,1,2,1,3,5,5,5,5,2,1,5,2,5,5,5,2,2,2,0.0,1,4,4,4,5,4,4,4,2,4,2,4,4,4,4,4,1.0
1007,13,1,0,2,2,2,2,4,3,5,5,2,1,5,2,5,5,5,2,2,3,0.0,2,3,3,5,4,3,4,4,4,3,1,4,5,5,4,5,1.0
1008,2,1,0,1,2,1,3,5,5,4,5,3,1,5,2,5,5,5,1,2,1,0.0,1,4,4,3,4,3,2,4,5,5,1,5,5,5,1,5,1.0
1009,4,2,0,2,1,1,5,4,4,1,4,3,1,2,4,4,4,5,1,2,2,0.0,2,4,3,5,5,5,3,5,5,5,1,5,5,5,1,5,0.95
1010,19,1,0,2,1,1,3,4,3,4,5,2,1,1,2,5,4,5,1,2,5,0.0,2,5,4,4,4,4,2,5,3,4,4,2,4,5,2,4,1.0
1011,2,1,0,2,1,1,3,5,5,5,5,5,1,5,1,5,5,5,2,2,2,1.0,2,5,5,2,1,2,5,4,5,2,1,5,5,5,1,4,1.0
1012,8,1,0,2,1,1,3,5,5,5,5,1,5,4,3,5,5,5,1,2,4,0.0,2,3,3,5,4,5,3,5,3,3,1,5,3,5,1,5,1.0
1013,9,1,0,2,1,1,5,5,5,5,5,1,1,5,3,5,3,5,1,2,3,1.0,2,3,2,4,5,4,2,5,3,5,4,3,4,5,1,4,1.0
1014,19,2,0,2,1,1,1,3,3,5,5,4,1,3,1,5,4,5,2,2,4,0.0,2,3,2,4,4,5,2,5,5,5,4,5,4,5,4,4,1.0
1015,4,1,0,2,1,2,3,4,4,5,4,4,1,2,1,5,3,4,4,2,4,0.0,2,2,2,4,4,4,2,4,4,2,2,4,4,4,2,4,1.0
1016,15,1,0,2,2,1,3,4,3,3,3,4,1,2,2,4,3,4,2,2,3,0.0,2,1,1,4,4,4,1,5,5,5,1,5,5,4,3,5,1.0
1017,2,2,0,2,1,1,3,5,4,4,4,2,1,4,2,5,5,5,2,2,3,0.0,2,4,4,5,4,5,2,4,4,4,1,5,5,5,1,5,1.0
1018,8,1,0,2,1,1,4,5,5,5,4,3,1,4,2,4,4,4,2,2,3,1.0,2,4,2,3,5,4,2,4,4,4,4,4,4,4,3,4,0.95
1019,14,2,0,2,2,1,3,4,3,5,5,2,1,4,3,4,4,4,2,2,4,5.0,2,4,4,3,4,2,4,4,3,4,2,3,4,5,2,4,0.8
1020,20,2,0,2,2,1,3,1,1,1,2,1,1,1,1,5,5,5,1,2,4,0.0,2,3,1,5,3,3,3,5,5,5,1,5,4,5,1,5,0.8
1021,12,1,0,2,1,2,3,4,3,3,2,3,3,1,3,4,2,4,4,2,1,0.0,2,2,2,4,3,3,3,4,4,4,2,2,3,3,4,4,0.9
1022,9,1,0,2,2,2,3,4,3,5,4,1,3,2,1,4,4,4,2,2,2,3.0,2,5,5,2,2,2,3,2,4,2,1,4,5,5,4,5,1.0
1023,6,1,British shorthair,2,1,1,3,5,5,5,5,3,1,4,2,5,4,5,1,2,3,1.0,2,4,3,4,5,3,3,3,5,4,1,5,5,5,1,5,1.0
1025,18,2,0,2,2,2,2,5,5,3,5,5,1,5,1,5,5,5,1,2,3,3.0,2,2,2,5,4,5,2,4,4,5,1,1,5,5,2,5,1.0
1026,6,1,0,2,2,1,3,5,3,3,4,2,1,3,1,4,5,5,1,2,2,4.0,2,5,5,4,1,2,4,4,4,3,1,2,4,5,1,4,1.0
1027,8,1,0,2,1,1,3,5,3,1,4,2,1,3,2,4,4,5,1,2,3,1.0,2,3,3,4,3,3,4,4,4,4,1,4,4,5,2,4,0.85
1028,2,2,0,2,1,1,3,3,3,4,3,1,1,2,1,4,4,5,2,2,3,1.0,2,5,4,2,5,5,1,4,4,4,1,5,5,5,1,5,1.0
1029,2,1,0,2,1,2,3,4,5,5,1,5,1,1,5,4,1,3,5,2,4,1.0,2,5,2,3,3,1,3,1,3,3,3,4,5,4,1,5,0.6
1030,8,1,Burmilla (Asian),2,1,2,3,5,4,3,5,1,1,4,1,5,5,5,2,2,5,20.0,2,4,3,2,5,3,2,5,5,4,1,5,5,4,1,4,0.9
1031,6,1,0,2,2,1,2,4,4,3,3,4,1,3,2,4,4,4,3,2,3,1.0,2,3,3,3,3,4,2,4,4,2,2,4,4,5,2,5,1.0
1032,6,2,0,2,1,1,3,4,3,3,1,3,1,4,2,5,3,4,3,2,5,0.0,2,5,3,3,4,4,2,2,5,2,1,5,4,4,1,5,0.95
1033,14,1,0,2,1,1,3,5,4,4,2,2,1,4,1,5,4,4,2,2,4,0.0,2,5,4,2,4,2,2,3,4,2,2,4,4,4,4,4,0.9
1034,13,2,0,2,1,1,4,3,4,1,4,4,1,2,3,4,4,4,3,2,6,1.0,2,3,3,3,4,4,3,3,3,3,3,4,4,3,3,3,1.0
1035,15,2,0,2,1,2,3,3,4,4,4,3,3,3,1,4,4,4,4,2,6,1.0,2,5,2,2,2,2,4,4,4,4,3,2,4,5,1,5,1.0
1036,8,1,0,2,1,1,3,4,3,3,4,2,1,4,2,5,5,5,2,2,4,4.0,2,4,4,4,4,4,4,5,5,5,1,2,5,5,4,5,1.0
1037,8,1,0,2,1,1,4,4,4,1,4,1,1,4,1,5,5,5,1,2,4,1.0,2,1,1,5,5,5,1,5,5,2,1,2,4,5,1,5,1.0
1038,2,1,0,2,1,1,3,5,5,3,5,1,1,5,2,5,5,5,1,2,1,2.0,2,4,4,4,4,4,2,3,5,1,1,1,4,5,3,5,1.0
1039,1,2,Bengal,2,1,1,3,5,5,3,3,1,1,4,1,5,4,5,2,2,1,0.0,2,5,1,5,4,4,1,5,5,5,2,5,5,4,4,5,1.0
1040,1,1,0,2,1,1,3,5,4,3,4,2,1,4,3,5,4,4,1,2,3,0.0,2,4,4,5,5,5,4,3,5,5,2,5,5,4,3,5,1.0
1041,1,1,0,1,2,2,3,4,5,5,3,1,1,3,1,5,4,5,1,2,1,2.0,1,5,5,2,4,3,4,5,5,5,1,3,5,5,1,5,1.0
1042,12,2,0,2,2,1,4,3,4,5,5,2,1,4,2,5,5,5,3,2,1,1.0,2,3,2,5,4,4,3,4,4,4,2,5,4,5,4,4,1.0
1043,3,2,0,2,1,2,4,3,4,1,4,3,1,2,1,4,3,3,4,2,3,2.0,2,5,3,4,4,4,3,4,5,5,2,4,4,3,4,3,1.0
1045,5,1,0,2,1,1,3,3,4,5,4,5,1,2,2,4,3,4,5,2,2,0.0,2,4,3,3,4,4,3,4,5,5,4,3,3,4,2,4,0.95
1046,2,2,0,2,1,1,3,5,5,5,2,2,1,3,2,5,3,5,4,2,2,1.0,2,2,2,4,5,2,4,4,3,5,1,5,5,5,4,4,1.0
1047,8,1,0,2,1,1,4,4,3,4,3,1,1,4,3,4,3,5,2,2,1,3.0,2,3,4,4,5,5,3,3,5,3,3,5,4,4,3,4,1.0
1048,7,1,0,1,1,1,4,4,4,4,5,1,1,5,1,5,5,5,1,2,2,0.0,1,4,2,5,4,4,4,4,4,4,2,5,5,5,1,5,1.0
1049,1,1,Ragdoll ,1,1,1,3,4,5,4,4,2,1,4,1,5,3,5,1,2,2,1.0,1,5,5,4,5,2,4,2,5,5,1,5,5,5,4,5,1.0
1050,20,1,0,1,2,1,3,3,4,3,5,4,1,2,2,5,5,5,4,2,4,0.0,1,5,4,2,4,4,4,4,5,5,4,4,5,5,2,5,1.0
1051,6,1,Russian Blue,1,1,2,3,5,4,4,5,3,1,4,1,4,4,5,2,2,3,3.0,1,2,3,3,1,1,5,2,3,3,2,2,4,4,4,3,0.95
1052,3,1,0,2,1,1,4,5,3,2,3,3,1,2,4,4,3,3,3,2,2,7.0,2,4,5,4,4,2,4,3,4,5,4,4,4,2,5,4,0.85
1053,7,1,0,2,2,1,3,3,4,1,5,2,1,1,2,3,4,5,4,2,2,0.0,2,5,4,4,5,5,4,4,5,5,1,4,5,4,3,4,1.0
1054,8,2,0,1,2,1,3,3,3,3,3,2,2,2,2,3,3,4,2,2,3,3.0,1,3,3,3,4,2,2,4,5,5,3,4,4,3,4,4,0.8
1055,6,1,Moggy ,2,2,1,3,5,5,5,4,1,2,4,1,5,3,5,3,2,3,1.0,2,5,5,4,5,3,2,5,1,5,1,3,5,5,3,5,1.0
1056,2,1,Sphynx,2,1,1,3,5,5,3,5,1,1,5,1,5,5,5,1,2,2,4.0,2,4,4,2,2,2,4,5,4,4,3,2,3,5,4,4,1.0
1057,5,1,0,1,1,1,3,5,5,4,5,2,1,4,1,4,5,4,2,2,3,0.0,1,4,4,2,5,1,4,4,4,5,2,5,4,2,4,2,0.9
1058,10,2,0,2,1,1,4,4,4,1,4,3,1,3,2,5,4,4,2,2,3,0.0,2,4,4,1,4,4,4,4,2,5,2,3,3,5,4,5,0.9
1059,9,1,0,2,1,1,4,4,5,3,3,2,1,4,3,5,4,5,2,2,3,4.0,2,4,3,3,4,4,2,4,5,4,3,3,4,4,2,4,1.0
1060,3,2,0,2,1,1,3,5,4,4,5,4,1,4,4,4,4,5,2,2,1,0.0,2,4,4,2,4,1,4,2,4,2,4,4,4,4,4,4,1.0
1061,1,2,American Curl,1,1,1,3,3,4,4,4,4,1,3,2,4,4,4,3,2,2,0.0,1,4,4,3,3,3,3,4,5,4,4,2,4,3,4,4,0.95
1062,1,2,0,1,1,1,3,3,4,4,5,3,2,3,3,3,3,4,3,2,3,1.0,1,5,1,1,3,2,4,4,3,3,3,3,3,3,3,3,1.0
1063,10,2,0,2,1,1,3,5,4,3,4,3,1,4,2,5,4,5,2,2,3,0.0,2,3,4,4,3,4,3,3,3,3,1,5,5,5,1,5,1.0
1064,7,1,0,2,2,1,4,5,4,5,2,3,2,2,2,5,3,5,4,2,1,4.0,2,5,4,3,5,3,3,3,3,5,3,3,3,4,1,3,0.9
1065,9,1,0,1,2,1,4,5,4,4,2,2,1,4,2,4,4,5,1,2,2,2.0,1,4,4,2,4,2,4,2,4,4,1,2,5,2,5,3,1.0
1066,2,2,0,1,1,1,3,5,5,3,5,2,1,3,1,5,5,5,2,2,4,13.0,1,5,5,3,1,2,5,4,5,5,3,3,5,5,2,5,1.0
1067,3,2,British shorthair ,1,1,1,3,4,4,3,3,3,1,3,3,4,2,4,3,1,3,2.0,1,1,2,4,3,4,3,3,3,4,4,4,4,4,2,4,0.7
1068,3,2,0,2,1,1,4,5,4,3,2,4,2,2,2,4,3,4,2,2,2,0.0,2,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,0.9
1069,6,1,Norwegian Forest Cat,2,1,1,3,5,4,5,4,2,1,4,2,4,4,4,1,2,3,3.0,2,3,2,4,4,3,2,4,4,4,4,2,3,4,4,4,0.8
1070,2,1,siamese mix ,1,1,1,3,4,5,1,3,2,3,2,4,4,2,4,4,2,2,1.0,1,5,2,2,3,2,4,5,5,5,4,2,3,5,4,4,0.95
1071,8,1,maine coone,2,2,1,3,5,4,4,5,2,1,3,3,5,2,4,1,2,3,1.0,2,4,2,4,4,4,2,5,5,4,2,4,5,5,4,5,1.0
1072,1,2,0,2,1,1,3,4,3,5,5,3,1,4,1,5,5,5,1,2,2,0.0,2,3,2,2,4,3,3,4,3,5,4,4,3,4,4,3,0.95
1073,22,2,0,2,2,1,2,3,4,4,1,4,1,3,2,4,2,3,1,2,4,0.0,2,3,2,3,3,3,4,2,3,3,1,5,4,5,2,5,0.85
1074,5,1,0,2,1,2,3,5,3,3,5,1,3,5,1,4,5,4,1,2,4,0.0,2,5,4,5,4,4,4,5,5,5,1,4,4,5,4,5,1.0
1075,14,1,0,2,1,2,3,5,5,5,5,2,1,4,2,5,5,5,1,2,6,10.0,2,2,3,3,4,4,2,4,5,5,2,2,4,3,3,3,1.0
1076,4,2,Supposedly a mix of Siamese and feral cat.,1,1,2,3,5,4,2,3,4,1,3,3,4,2,4,3,2,6,0.0,1,4,2,5,3,3,3,4,4,4,3,2,4,5,1,5,0.85
1077,6,2,0,2,1,1,3,5,3,4,4,2,1,4,4,4,4,4,2,2,3,3.0,2,5,5,2,4,2,5,5,5,5,2,4,4,4,5,4,1.0
1078,3,1,0,1,1,1,3,5,5,1,5,1,3,4,3,4,4,4,1,2,3,1.0,1,2,1,4,5,5,3,3,5,5,1,4,5,5,4,2,0.85
1079,2,2,0,1,1,2,3,5,3,3,5,2,1,4,3,4,5,4,2,2,4,0.0,1,4,4,2,5,5,1,5,5,5,4,2,4,5,4,5,0.75
1080,13,2,0,1,1,1,5,4,3,4,2,2,1,4,2,2,4,5,3,2,4,3.0,1,3,4,4,2,4,1,2,5,4,2,4,5,2,4,4,1.0
1081,2,1,0,1,2,1,3,5,5,1,5,2,1,5,1,5,5,5,1,2,2,0.0,1,4,2,4,4,3,4,3,3,4,2,2,4,4,1,4,1.0
1082,10,2,Burmese,1,1,1,4,5,4,3,4,2,1,4,3,4,4,5,1,2,5,3.0,1,5,2,2,5,4,2,4,5,5,1,5,5,5,2,5,1.0
1083,5,1,0,2,1,1,4,4,4,3,4,2,3,4,2,4,2,4,2,2,4,0.0,2,4,3,4,2,3,4,2,4,4,4,4,4,4,4,3,0.95
1084,9,1,0,2,1,1,4,4,4,3,3,2,1,4,2,4,4,5,2,2,2,2.0,2,5,4,4,2,3,4,4,4,3,2,4,4,5,3,4,1.0
1085,10,1,0,1,1,2,3,4,4,4,3,3,1,4,3,5,4,4,4,2,2,0.0,1,4,4,2,3,2,2,4,5,5,4,4,4,3,4,3,0.95
1086,10,1,0,2,1,1,3,3,3,1,5,2,1,2,3,5,5,5,1,2,4,4.0,2,5,5,1,2,2,5,5,5,5,3,5,5,3,1,2,1.0
1087,10,2,0,1,2,2,3,5,5,5,2,3,1,1,1,5,4,5,2,2,2,0.0,1,4,4,2,4,2,4,5,3,4,3,2,3,5,3,3,0.9
1088,4,1,0,2,1,1,4,5,4,4,2,2,1,4,1,3,4,4,3,2,3,0.0,2,4,4,5,5,5,1,4,5,5,3,4,5,4,2,5,1.0
1089,1,2,0,2,1,1,3,5,4,3,3,2,1,3,2,4,3,4,1,2,5,0.0,2,2,2,4,4,4,2,4,5,5,3,3,4,4,2,4,0.95
1090,10,1,0,2,2,1,3,1,3,1,4,4,3,2,4,3,3,4,3,2,4,1.0,2,4,3,3,2,2,4,3,3,4,3,3,3,3,3,3,0.75
1091,16,2,0,2,2,1,3,4,1,5,2,4,1,4,2,5,3,4,4,2,3,0.0,2,5,4,4,3,1,4,5,2,2,3,2,4,5,1,4,0.85
1092,11,1,Somali,2,2,1,3,3,3,3,5,3,1,2,2,5,4,4,3,2,5,3.0,2,5,2,3,4,4,3,3,4,5,1,4,5,4,2,5,1.0
1093,4,2,0,2,1,1,3,4,4,1,3,2,3,4,3,4,4,4,2,2,5,0.0,2,2,3,5,5,5,1,4,5,5,1,4,3,5,4,5,0.85
1094,12,2,Feral tabby,2,2,1,2,3,4,3,2,3,2,1,3,4,2,4,2,1,4,2.0,2,3,2,5,4,5,2,5,4,5,4,5,5,4,4,4,0.9
1095,5,1,0,2,1,2,5,4,4,3,1,1,3,3,2,2,1,5,1,2,3,2.0,2,5,1,5,5,5,3,2,4,2,1,5,5,5,4,5,0.8
1096,5,1,0,2,1,1,3,5,5,5,4,1,1,3,1,5,5,5,2,2,3,9.0,2,1,1,5,1,5,1,5,4,5,3,5,5,5,1,5,1.0
1097,1,1,0,1,1,1,4,5,5,4,5,1,1,5,2,5,5,5,2,2,2,1.0,1,5,4,3,5,4,2,2,2,1,4,4,4,4,4,4,1.0
1098,2,1,0,1,2,1,3,5,4,4,5,2,1,4,1,4,5,5,2,2,2,0.0,1,4,2,4,4,2,2,5,5,4,2,3,4,4,2,4,0.95
1099,2,2,0,2,1,1,3,5,4,3,3,3,1,4,1,4,4,4,2,2,4,0.0,2,5,5,2,4,2,2,2,5,5,1,4,4,5,4,3,1.0
1100,9,1,0,2,1,1,3,5,3,3,5,1,1,5,2,5,5,4,1,2,3,1.0,2,4,2,4,5,5,2,4,2,5,1,4,5,5,2,5,1.0
1101,6,1,0,2,1,1,3,4,3,3,5,1,1,4,1,5,5,5,1,2,2,1.0,2,5,5,5,5,5,1,5,4,4,1,5,5,5,1,5,1.0
